claim_id,source_repository,source_path,proposed_public_path,artifact_type,reason,public_safe,sanitization_required,sanitization_method,provenance_method,hash_method,priority,status
SITE-CLAIM-4209,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4210,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4211,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4212,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4213,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4214,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4215,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4216,jeremy-homelab-ops,inventories/ws01-inventory-20260626-012952.json,evidence-library/proposed-public-safe/ws01-inventory-20260626-012952.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4217,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4218,jeremy-homelab-ops,inventories/ws01-inventory-20260626-012952.json,evidence-library/proposed-public-safe/ws01-inventory-20260626-012952.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4219,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4220,jeremy-homelab-ops,inventories/ws01-inventory-20260626-012952.json,evidence-library/proposed-public-safe/ws01-inventory-20260626-012952.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4221,jeremy-homelab-ops,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,N/A - collect direct public-safe evidence before choosing target path,PRIMARY,Fix or remove broken evidence link; then retest link resolution. Run sensitive-data review before any publication.,DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4222,jeremy-homelab-ops,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,N/A - collect direct public-safe evidence before choosing target path,PRIMARY,Fix or remove broken evidence link; then retest link resolution. Run sensitive-data review before any publication.,DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4223,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4224,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4225,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4226,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4227,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4228,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4229,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4230,jeremyfontenot,evidence-library/projects/microsoft-365-lab/entra-activity-proof-20260605-043730/sign-ins-recent.csv,evidence-library/proposed-public-safe/sign-ins-recent.csv,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4231,jeremyfontenot,evidence-library/projects/microsoft-365-lab/evidence/entra-exports-20260605-073748/exchange-online-powershell-connection-attempt.md,evidence-library/proposed-public-safe/exchange-online-powershell-connection-attempt.md,PROCEDURE,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4232,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4233,jeremy-homelab-ops,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,evidence-library/proposed-public-safe/linux01-sssd-diagnostic-20260626-094322.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4234,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4235,jeremy-homelab-ops,evidence/home-lab-backup-restore-validation-20260629.txt,evidence-library/proposed-public-safe/home-lab-backup-restore-validation-20260629.txt,PROCEDURE,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim.",SAFE,NO,No sanitization required beyond provenance review.,"Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4236,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4237,jeremy-homelab-ops,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,evidence-library/proposed-public-safe/linux01-sssd-diagnostic-20260626-094322.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4238,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4239,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4240,jeremy-homelab-ops,evidence/home-lab-backup-restore-validation-20260629.txt,evidence-library/proposed-public-safe/home-lab-backup-restore-validation-20260629.txt,PROCEDURE,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim.",SAFE,NO,No sanitization required beyond provenance review.,"Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4241,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4242,jeremy-homelab-ops,evidence/home-lab-backup-restore-validation-20260629.txt,evidence-library/proposed-public-safe/home-lab-backup-restore-validation-20260629.txt,PROCEDURE,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim.",SAFE,NO,No sanitization required beyond provenance review.,"Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4243,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4245,jeremy-homelab-ops,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,evidence-library/proposed-public-safe/linux01-sssd-diagnostic-20260626-094322.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4246,jeremy-homelab-ops,inventories/proxmox-inventory-20260626-010601.json,evidence-library/proposed-public-safe/proxmox-inventory-20260626-010601.json,PROCEDURE,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4247,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4248,jeremy-homelab-ops,inventories/dc01-inventory-20260626-022543.json,evidence-library/proposed-public-safe/dc01-inventory-20260626-022543.json,PROCEDURE,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4249,jeremy-homelab-ops,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,evidence-library/proposed-public-safe/linux01-sssd-diagnostic-20260626-094322.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4250,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4251,jeremy-homelab-ops,evidence/home-lab-backup-restore-validation-20260629.txt,evidence-library/proposed-public-safe/home-lab-backup-restore-validation-20260629.txt,PROCEDURE,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim.",SAFE,NO,No sanitization required beyond provenance review.,"Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4252,jeremy-homelab-ops,evidence/home-lab-backup-restore-validation-20260629.txt,evidence-library/proposed-public-safe/home-lab-backup-restore-validation-20260629.txt,PROCEDURE,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim.",SAFE,NO,No sanitization required beyond provenance review.,"Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4253,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4254,jeremy-homelab-ops,evidence/home-lab-backup-restore-validation-20260629.txt,evidence-library/proposed-public-safe/home-lab-backup-restore-validation-20260629.txt,PROCEDURE,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim.",SAFE,NO,No sanitization required beyond provenance review.,"Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4255,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-4257,jeremy-homelab-ops,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,evidence-library/proposed-public-safe/linux01-sssd-diagnostic-20260626-094322.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
